Title,Description,Coding,2nd Coding,3rd coding,polarity
Taylor Swift is “Finally Clean”: Reviewing 1989 (Taylor’s Version),"2023 has undoubtedly been the year of Taylor Swift. Swift embarked on her career-spanning Eras Tour in March, which became the event of the year. She then released “Speak Now (Taylor’s Version)” and the film version of the Eras Tour, which is now the highest-grossing concert film of all time. Most recently, she released “1989 […]The post Taylor Swift is “Finally Clean”: Reviewing 1989 (Taylor’s Version) appeared first on The DePauw.",,5,5,positive
Brittany Mahomes Shares New Photos With Pal Taylor Swift After Fun Girls Night Out,"Three days after the pop sensation was spotted out to dinner in New York City among her A-lister besties, Brittany shared a few snapshots of the night via Instagram.",,4,4,positive
Taylor Swift’s New Album Would Have Gone To No. 1 Based On CD Sales Alone,Taylor Swift's new album '1989 (Taylor's Version)' was so popular upon its arrival that it would have gone to No. 1 if it had only been released on CD.,,6,6,positive
Travis Kelce Arrives in Argentina to Attend Taylor Swift’s Concert in Buenos Aires,Best boyfriend ever! Travis Kelce flew to South America to see Taylor Swift amid the international leg of her 'Eras Tour' and was spotted arriving on November 10.,,1,1,neutral
Gracie Abrams Screamed With Taylor Swift And Noah Kahan Over All Their Well-Deserved Grammy Nominations,Getty Image Abrams and Kahan were both nominated for Best New Artist.,,4,4,positive
Taylor Swift Charts Yet Another No. 1 Hit With ‘Is It Over Now?’,"Taylor Swift replaces one Hot 100 No. 1 single for another as ""Is It Over Now?"" takes over for ""Cruel Summer.""",,6,6,positive
Taylor Swift introduces beau Travis Kelce to her dad during loved-up date night,"Taylor Swift and her boyfriend Travis Kelce enjoyed a fancy dinner with her dad after she was forced to postpone her latest Eras show in Buenos Aires, Argentina",,1,1,neutral
"Boulder man offers to buy $1,000 worth of Taylor Swift movie tickets so his wife can dance, sing with other fans ","After not seeing ""Taylor Swift: The Eras Tour"" movie due to a lack of Swiftie friends, Casi Gerber's husband surprised her by inviting more than 20 strangers to come see the movie with her Saturday night.",,3,3,neutral
Taylor Swift Replaces Herself At No. 1 On The Hot 100–Again,"Taylor Swift's single ""Cruel Summer"" rebounds to No. 1 on the Hot 100, taking over for ""Is It Over Now?,"" which debuted atop the tally last week.",,6,6,positive
Taylor Swift & Travis Kelce’s Romance Feels ‘Very Special’ After PDA in Argentina,The singer and NFL player shared a passionate kiss after he 'Eras Tour' concert over the weekend.,,1,1,positive
Rob Gronkowski Says Taylor Swift & Travis Kelce Are Great for NFL (Exclusive),"Legendary NFL tight end Rob Gronkowski is weighing in on Traylor! “Extra’s” Billy Bush spoke with Gronkowski about all the Taylor Swift and Travis Kelce buzz. Rob recalled meeting Travis, who he calls “a great guy,” having a dance-off at one of his Gronk Beach events! Rob shared, “I met Travis, actually, for the very first time, like, when we really hit it off, he came to Gronk Beach… in Vegas a year and a half ago at the NFL draft. He came onstage and we had an absolutely insane dance-off… He can move! He’s got some serious tip flip and we can get low. He can groove.” “He...",,2,2,positive
Why Did Taylor Swift and Taylor Lautner Break Up?,The singer and actor dated for several months before they parted ways at the end of 2009. Find out more about their split here.,,1,1,neutral
Records Taylor Swift’s rerelease of ‘1989 (Taylor’s Version)’ broke so far,"This cover image released by Republic Records shows “1989 (Taylor’s Version)” by Taylor Swift.Republic Records via Associated Press Taylor Swift has broken another of her own records. Her rerecording of her 2014 album “1989 (Taylor’s Version)” surpassed the most single-day streams for an artist, beating the previous record she had set for streaming with “Midnights” in 2022. She’s done it again 🩵On October 27th, Taylor Swift became the most-streamed artist in a single day in Spotify history, and 1989 (Taylor's Version) became Spotify's most-streamed album in a single...",,6,6,positive
Swifties Believe Taylor Swift Left Another Secret Message for Travis Kelce at Her Concert,Fans believe that Taylor Swift made yet another subtle nod to 'the guy on the Chiefs' during her Argentina concert on 'The Eras Tour.',,1,1,neutral
Rio’s iconic Christ statue welcomes Taylor Swift with open arms thanks to Swifties and a priest,Rio de Janeiro’s Christ the Redeemer statue was illuminated with a welcome to Brazil message for Taylor Swift. It was thanks to an act of charity by Swift fans orchestrated by the Catholic sanctuary that manages the world’s most famous Christ statue. The colossal monument donned a projected white “Welcome to Brazil” T-shirt honoring the singer’s latest leg of her Eras Tour. The initiative was launched after a request from Taylor Swift fans. The priest who runs the Christ statue then dared Swifties to donate for a good cause in return for their request. The statue was lit Thursday...,,6,6,positive
"Taylor Swift, the only artist on my rating list – Drake","Canadian rapper Drake has revealed Taylor Swift as his only ever-rated artist in the global music industry. The OVO Sound boss said American singer Swift is the only one who...The post Taylor Swift, the only artist on my rating list – Drake appeared first on The Nation Newspaper.",,3,3,positive
EXCLUSIVE: Taylor Swift's #1 fan! Travis Kelce is seen rocking out in VIP tent with her father Scott at Eras Tour stop in Argentina where audience CHANTS his name throughout stadium and singer declares 'that's MY man',Travis Kelce sent Taylor Swift fans wild after appearing with her dad in a VIP tent at her Eras tour in Argentina on Saturday night.,,1,1,positive
Pleasant and Not so Pleasent Surprises at Taylor Swift’s Most Recent Show,"Back in March, Taylor Swift traveled to the State Farm Arena in Glendale, Arizona to kick off her Eras Tour. With the tour spanning over 50 shows and reaching five continents, the singer’s success seemed to only grow as she became the first billionaire to use music as her main source of income. That doesn’t […]The post Pleasant and Not so Pleasent Surprises at Taylor Swift’s Most Recent Show appeared first on American Songwriter.",,5,5,neutral
Taylor Swift Gives a Subtle Nod to Her Travis Kelce Kiss in New Message,Taylor Swift used one simple emoji to seemingly reference her viral PDA moment with Travis Kelce in Argentina.,,1,1,neutral
Jung Kook Blocked From Making Billboard History By Taylor Swift,"Jung Kook's debut album 'Golden' has made a strong entry on the Billboard 200 chart, but it couldn't compete with Taylor Swift's '1989 (Taylor's Version).'",,6,6,positive
"Early Grammy Awards Betting Odds: Taylor Swift Favored To Win Album, Record, and Song Of the Year","On the heels of Friday’s Grammy Awards nomination announcement, sports books have begun offering betting on the year’s big trophies. The lines for Album of the Year, Record of the Year, Song of the Year, and Best Pop Vocal Album all presently favor Taylor Swift. Ice Spice and Coco Jones, meanwhile, rank as top contenders […]The post Early Grammy Awards Betting Odds: Taylor Swift Favored To Win Album, Record, and Song Of the Year appeared first on Headline Planet.",,6,6,positive
"Taylor Swift Fans Found Travis Kelce’s Old Tweets, And They’re… Surprisingly Wholesome","Getty Image Kelce is a Hall Of Fame-bound football player who's dating the world's biggest pop star, but in 2010, he was all about Chipotle.",,1,1,neutral
Exclusive: Cheryl Burke reveals concerns for this Dancing with the Stars hopeful ahead of Taylor Swift week,"Dancing with the Stars week eight saw fan favorite Barry Williams sent home, while Alyson Hannigan and Jason Mraz struggled to get out of the middle of the pack. Cheryl Burke shares more in this week's column…",,3,3,neutral
Travis Kelce ‘had a clue’ Taylor Swift was going to chance ‘Karma’ lyric,"Definitely when I heard it come out of her mouth, [it] still shocked me,' Chiefs tight end says",,1,1,neutral
Everything you need to know about the Taylor Swift themed Cruise,"A Taylor Swift themed cruise is setting sail next year, giving Swifties the chance to experience their wildest dreams.",,3,3,neutral
Taylor Swift Will Be ‘Duly Honored’ With A Projection On Brazil’s Christ The Redeemer Statue,Getty Image Swift probably didn't see this coming when she was writing 'Our Song' in high school.,,6,6,positive
Taylor Swift joins a long history of women fighting slut-shaming in their writing,"By Lucy Thompson One track stands out on the rereleased edition of Taylor Swift’s iconic album, 1989. In Slut!, Swift addresses her encounters with slut-shaming – behaviour that shames women who are judged to be promiscuous. “But if I’m all dressed up,” the singer muses, “they might as well be...",,3,3,positive
Philadelphia Radio Station Won't Play Taylor Swift Songs Ahead of Eagles vs. Chiefs,"While pop superstar Taylor Swift is a native of Pennsylvania and grew up a Philadelphia Eagles fan, her allegiance to Kansas City Chiefs star tight end Travis…",,2,2,neutral
Skip Bayless doesn’t trust Taylor Swift: ‘She comes off as stagey and fake.’,"If everyone is fawning over the love story between Taylor Swift and Travis Kelce, you can bet that means Skip Bayless has an issue with it. Swifties have relished Taylor Swift’s budding relationship with Travis Kelce. And the NFL has certainly relished Swift’s newfound football fandom. But as Swift goes from just being Kelce’s “good Read more...The post Skip Bayless doesn’t trust Taylor Swift: ‘She comes off as stagey and fake.’ appeared first on Awful Announcing.",,3,3,negative
Taylor Swift’s Most Memorable Red Carpet Fashion Moments,She's had quite the style evolution.,,3,3,neutral
"Inside track: Polytoxic brings back ‘The Last Waltz,’ Fox throws a Taylor Swift dance party and more weekend wisdom",Entertainment wisdom for the week ahead.,,3,3,neutral
Drake Acknowledges Taylor Swift’s Industry Influence in “Red Button” Lyrics,"On his recent EP Scary Hours 3, Drake recognized Taylor Swift’s chart-topping game with some perfectly executed lyrics in the song “Red Button.” The six-track EP dropped Friday, November 17, as an expansion of his recent album, For All the Dogs, and opens with a tribute to T-Swift’s absolute chart domination. Taylor Swift the only […]The post Drake Acknowledges Taylor Swift’s Industry Influence in “Red Button” Lyrics appeared first on American Songwriter.",,3,3,positive
Drake praises Taylor Swift on new song ‘Red Button’,"Only one could make me drop the album just a little later,' rapper sings on latest track",,3,3,positive
